Symbol,Period,Metric,Value
V,2010-09,Debt Current,12
V,2010-09,Current Liabilities,3498
V,2010-09,Debt Non-Current,32
V,2010-09,Deferred Revenue,0
V,2010-09,Tax Liabilities,4181
V,2010-09,Deposit Liabilities,0
V,2010-09,Liabilities Non-Current,4896
V,2010-09,Total Liabilities,8394
V,2010-09,Accumulated Other Comprehensive Income,-151
V,2010-09,Accumulated Retained Earnings (Deficit),4368
V,2010-09,Shareholders Equity,25011
V,2010-09,Investments,211
V,2010-09,Total Debt,44
V,2010-09,Cash and Short Term Investments,5987
V,2010-06,Cash and Equivalents,7210
V,2010-06,Investments Current,85
V,2010-06,Trade and Non-Trade Receivables,917
V,2010-06,Inventory,0
V,2010-06,Current Assets,9850
V,2010-06,Property  Plant & Equipment Net,1185
V,2010-06,Goodwill and Intangible Assets,21091
V,2010-06,Investments Non-Current,119
V,2010-06,Tax Assets,448
V,2010-06,Assets Non-Current,22846
V,2010-06,Total Assets,32696
V,2010-06,Trade and Non-Trade Payables,540
V,2010-06,Debt Current,12
V,2010-06,Current Liabilities,3482
V,2010-06,Debt Non-Current,35
V,2010-06,Deferred Revenue,0
V,2010-06,Tax Liabilities,3798
V,2010-06,Deposit Liabilities,0
V,2010-06,Liabilities Non-Current,4534
V,2010-06,Total Liabilities,8016
V,2010-06,Accumulated Other Comprehensive Income,-82
V,2010-06,Accumulated Retained Earnings (Deficit),3822
V,2010-06,Shareholders Equity,24676
V,2010-06,Investments,204
V,2010-06,Total Debt,47
V,2010-06,Cash and Short Term Investments,7295
V,2010-03,Cash and Equivalents,6135
V,2010-03,Investments Current,85
V,2010-03,Trade and Non-Trade Receivables,1168
V,2010-03,Inventory,0
V,2010-03,Current Assets,9115
V,2010-03,Property  Plant & Equipment Net,1183
V,2010-03,Goodwill and Intangible Assets,21091
V,2010-03,Investments Non-Current,124
V,2010-03,Tax Assets,470
V,2010-03,Assets Non-Current,22953
V,2010-03,Total Assets,32068
V,2010-03,Trade and Non-Trade Payables,696
V,2010-03,Debt Current,12
V,2010-03,Current Liabilities,3537
V,2010-03,Debt Non-Current,38
V,2010-03,Deferred Revenue,0
V,2010-03,Tax Liabilities,3808
V,2010-03,Deposit Liabilities,0
V,2010-03,Liabilities Non-Current,4544
V,2010-03,Total Liabilities,8081
V,2010-03,Accumulated Other Comprehensive Income,-99
V,2010-03,Accumulated Retained Earnings (Deficit),3199
V,2010-03,Shareholders Equity,23983
V,2010-03,Investments,209
V,2010-03,Total Debt,50
V,2010-03,Cash and Short Term Investments,6220
V,2009-12,Cash and Equivalents,5805
V,2009-12,Investments Current,93
V,2009-12,Trade and Non-Trade Receivables,1272
V,2009-12,Inventory,0
V,2009-12,Current Assets,8753
V,2009-12,Property  Plant & Equipment Net,1203
V,2009-12,Goodwill and Intangible Assets,21091
V,2009-12,Investments Non-Current,119
V,2009-12,Tax Assets,595
V,2009-12,Assets Non-Current,22962
V,2009-12,Total Assets,31715
V,2009-12,Trade and Non-Trade Payables,716
V,2009-12,Debt Current,12
V,2009-12,Current Liabilities,3637
V,2009-12,Debt Non-Current,41
V,2009-12,Deferred Revenue,0
V,2009-12,Tax Liabilities,3806
V,2009-12,Deposit Liabilities,0
V,2009-12,Liabilities Non-Current,4601
V,2009-12,Total Liabilities,8238
V,2009-12,Accumulated Other Comprehensive Income,-175
V,2009-12,Accumulated Retained Earnings (Deficit),2691
V,2009-12,Shareholders Equity,23472
V,2009-12,Investments,212
V,2009-12,Total Debt,53
V,2009-12,Cash and Short Term Investments,5898
V,2009-09,Cash and Equivalents,6332
V,2009-09,Investments Current,115
V,2009-09,Trade and Non-Trade Receivables,1049
V,2009-09,Inventory,0
V,2009-09,Current Assets,9241
V,2009-09,Property  Plant & Equipment Net,1204
V,2009-09,Goodwill and Intangible Assets,21091
V,2009-09,Investments Non-Current,120
V,2009-09,Tax Assets,703
V,2009-09,Assets Non-Current,23040
V,2009-09,Total Assets,32281
V,2009-09,Trade and Non-Trade Payables,790
V,2009-09,Debt Current,12
V,2009-09,Current Liabilities,4442
V,2009-09,Debt Non-Current,44
V,2009-09,Deferred Revenue,0
V,2009-09,Tax Liabilities,3807
V,2009-09,Deposit Liabilities,0
V,2009-09,Liabilities Non-Current,4646
V,2009-09,Total Liabilities,9088
V,2009-09,Accumulated Other Comprehensive Income,-188
V,2009-09,Accumulated Retained Earnings (Deficit),2219
V,2009-09,Shareholders Equity,23189
V,2009-09,Investments,235
V,2009-09,Total Debt,56
V,2009-09,Cash and Short Term Investments,6447
V,2009-06,Cash and Equivalents,5761
V,2009-06,Investments Current,130
V,2009-06,Trade and Non-Trade Receivables,1417
V,2009-06,Inventory,0
V,2009-06,Current Assets,9562
V,2009-06,Property  Plant & Equipment Net,1170
V,2009-06,Goodwill and Intangible Assets,21096
V,2009-06,Investments Non-Current,181
V,2009-06,Tax Assets,484
V,2009-06,Assets Non-Current,23062
V,2009-06,Total Assets,32624
V,2009-06,Trade and Non-Trade Payables,1085
V,2009-06,Debt Current,52
V,2009-06,Current Liabilities,4435
V,2009-06,Debt Non-Current,46
V,2009-06,Deferred Revenue,0
V,2009-06,Tax Liabilities,3653
V,2009-06,Deposit Liabilities,0
V,2009-06,Liabilities Non-Current,5390
V,2009-06,Total Liabilities,9825
V,2009-06,Accumulated Other Comprehensive Income,-102
V,2009-06,Accumulated Retained Earnings (Deficit),1783
V,2009-06,Shareholders Equity,22794
V,2009-06,Investments,311
V,2009-06,Total Debt,98
V,2009-06,Cash and Short Term Investments,5891
V,2009-03,Cash and Equivalents,5464
V,2009-03,Investments Current,126
V,2009-03,Trade and Non-Trade Receivables,1251
V,2009-03,Inventory,0
V,2009-03,Current Assets,8225
V,2009-03,Property  Plant & Equipment Net,1155
V,2009-03,Goodwill and Intangible Assets,21096
V,2009-03,Investments Non-Current,200
V,2009-03,Tax Assets,650
V,2009-03,Assets Non-Current,23739
V,2009-03,Total Assets,31964
V,2009-03,Trade and Non-Trade Payables,832
V,2009-03,Debt Current,52
V,2009-03,Current Liabilities,4243
V,2009-03,Debt Non-Current,50
V,2009-03,Deferred Revenue,0
V,2009-03,Tax Liabilities,3859
V,2009-03,Deposit Liabilities,0
V,2009-03,Liabilities Non-Current,5597
V,2009-03,Total Liabilities,9840
V,2009-03,Accumulated Other Comprehensive Income,-88
V,2009-03,Accumulated Retained Earnings (Deficit),1133
V,2009-03,Shareholders Equity,22120
V,2009-03,Investments,326
V,2009-03,Total Debt,102
V,2009-03,Cash and Short Term Investments,5590
V,2008-12,Cash and Equivalents,5251
V,2008-12,Investments Current,189
V,2008-12,Trade and Non-Trade Receivables,1123
V,2008-12,Inventory,0
V,2008-12,Current Assets,8089
V,2008-12,Property  Plant & Equipment Net,1117
V,2008-12,Goodwill and Intangible Assets,21096
V,2008-12,Investments Non-Current,205
V,2008-12,Tax Assets,800
V,2008-12,Assets Non-Current,23733
V,2008-12,Total Assets,31822
V,2008-12,Trade and Non-Trade Payables,735
V,2008-12,Debt Current,51
V,2008-12,Current Liabilities,4612
V,2008-12,Debt Non-Current,53
V,2008-12,Deferred Revenue,0
V,2008-12,Tax Liabilities,3843
V,2008-12,Deposit Liabilities,0
V,2008-12,Liabilities Non-Current,5565
V,2008-12,Total Liabilities,10177
V,2008-12,Accumulated Other Comprehensive Income,-94
V,2008-12,Accumulated Retained Earnings (Deficit),677
V,2008-12,Shareholders Equity,21640
V,2008-12,Investments,394
V,2008-12,Total Debt,104
V,2008-12,Cash and Short Term Investments,5440
V,2008-09,Cash and Equivalents,6907
V,2008-09,Investments Current,355
V,2008-09,Trade and Non-Trade Receivables,1473
V,2008-09,Inventory,0
V,2008-09,Current Assets,11174
V,2008-09,Property  Plant & Equipment Net,1080
V,2008-09,Goodwill and Intangible Assets,21096
V,2008-09,Investments Non-Current,245
V,2008-09,Tax Assets,944
V,2008-09,Assets Non-Current,23807
V,2008-09,Total Assets,34981
V,2008-09,Trade and Non-Trade Payables,1254
V,2008-09,Debt Current,51
V,2008-09,Current Liabilities,7165
V,2008-09,Debt Non-Current,55
V,2008-09,Deferred Revenue,0
V,2008-09,Tax Liabilities,3811
V,2008-09,Deposit Liabilities,0
V,2008-09,Liabilities Non-Current,5539
V,2008-09,Total Liabilities,12704
V,2008-09,Accumulated Other Comprehensive Income,-70
V,2008-09,Accumulated Retained Earnings (Deficit),186
V,2008-09,Shareholders Equity,21141
V,2008-09,Investments,600
V,2008-09,Total Debt,106
V,2008-09,Cash and Short Term Investments,7262
V,2008-06,Cash and Equivalents,7753
V,2008-06,Investments Current,477
V,2008-06,Trade and Non-Trade Receivables,1572
V,2008-06,Inventory,0
V,2008-06,Current Assets,10761
V,2008-06,Property  Plant & Equipment Net,1048
V,2008-06,Goodwill and Intangible Assets,21022
V,2008-06,Investments Non-Current,188
V,2008-06,Tax Assets,587
V,2008-06,Assets Non-Current,23681
V,2008-06,Total Assets,34442
V,2008-06,Trade and Non-Trade Payables,1355
V,2008-06,Debt Current,11
V,2008-06,Current Liabilities,6065
V,2008-06,Debt Non-Current,98
V,2008-06,Deferred Revenue,0
V,2008-06,Tax Liabilities,3545
V,2008-06,Deposit Liabilities,0
V,2008-06,Liabilities Non-Current,5701
V,2008-06,Total Liabilities,11766
V,2008-06,Accumulated Other Comprehensive Income,0
V,2008-06,Accumulated Retained Earnings (Deficit),-69
V,2008-06,Shareholders Equity,22676
V,2008-06,Investments,665
V,2008-06,Total Debt,109
V,2008-06,Cash and Short Term Investments,8230
V,2008-03,Cash and Equivalents,7096
V,2008-03,Investments Current,598
V,2008-03,Trade and Non-Trade Receivables,1478
V,2008-03,Inventory,0
V,2008-03,Current Assets,10086
V,2008-03,Property  Plant & Equipment Net,1018
V,2008-03,Goodwill and Intangible Assets,21099
V,2008-03,Investments Non-Current,194
V,2008-03,Tax Assets,541
V,2008-03,Assets Non-Current,23783
V,2008-03,Total Assets,33869
V,2008-03,Trade and Non-Trade Payables,1027
V,2008-03,Debt Current,72
V,2008-03,Current Liabilities,5841
V,2008-03,Debt Non-Current,40
V,2008-03,Deferred Revenue,0
V,2008-03,Tax Liabilities,3563
V,2008-03,Deposit Liabilities,0
V,2008-03,Liabilities Non-Current,5713
V,2008-03,Total Liabilities,11554
V,2008-03,Accumulated Other Comprehensive Income,0
V,2008-03,Accumulated Retained Earnings (Deficit),NA
V,2008-03,Shareholders Equity,22315
V,2008-03,Investments,792
V,2008-03,Total Debt,112
V,2008-03,Cash and Short Term Investments,7694
V,2007-12,Cash and Equivalents,1698
V,2007-12,Investments Current,729
V,2007-12,Trade and Non-Trade Receivables,1501
V,2007-12,Inventory,0
V,2007-12,Current Assets,5813
V,2007-12,Property  Plant & Equipment Net,912
V,2007-12,Goodwill and Intangible Assets,19938
V,2007-12,Investments Non-Current,380
V,2007-12,Tax Assets,774
V,2007-12,Assets Non-Current,21929
V,2007-12,Total Assets,27742
V,2007-12,Trade and Non-Trade Payables,1088
V,2007-12,Debt Current,75
V,2007-12,Current Liabilities,5179
V,2007-12,Debt Non-Current,40
V,2007-12,Deferred Revenue,0
V,2007-12,Tax Liabilities,3658
V,2007-12,Deposit Liabilities,0
V,2007-12,Liabilities Non-Current,5847
V,2007-12,Total Liabilities,11026
V,2007-12,Accumulated Other Comprehensive Income,0
V,2007-12,Accumulated Retained Earnings (Deficit),NA
V,2007-12,Shareholders Equity,16716
V,2007-12,Investments,1109
V,2007-12,Total Debt,115
V,2007-12,Cash and Short Term Investments,2427
V,2017-06,Depreciation & Amortization ,132
V,2017-06,Share Based Compensation,67
V,2017-06,Operating Cash Flow,3537
V,2017-06,Capital Expenditure,-195
V,2017-06,Net Cash Flow - Business Acquisitions and Disposals,0
V,2017-06,Net Cash Flow - Investment Acquisitions and Disposals,-486
V,2017-06,Investing Cash Flow,-681
V,2017-06,Issuance (Repayment) of Debt Securities ,0
V,2017-06,Issuance (Purchase) of Equity Shares,-1660
V,2017-06,Payment of Dividends & Other Cash Distributions   ,-394
V,2017-06,Financing Cash Flow,-2061
V,2017-06,Effect of Exchange Rate Changes on Cash ,215
V,2017-06,Net Cash Flow / Change in Cash & Cash Equivalents,1010
V,2017-06,Free Cash Flow,3342
V,2017-03,Depreciation & Amortization ,131
V,2017-03,Share Based Compensation,71
V,2017-03,Operating Cash Flow,396
V,2017-03,Capital Expenditure,-146
V,2017-03,Net Cash Flow - Business Acquisitions and Disposals,-302
V,2017-03,Net Cash Flow - Investment Acquisitions and Disposals,3133
V,2017-03,Investing Cash Flow,2685
V,2017-03,Issuance (Repayment) of Debt Securities ,-566
V,2017-03,Issuance (Purchase) of Equity Shares,-1545
V,2017-03,Payment of Dividends & Other Cash Distributions   ,-396
V,2017-03,Financing Cash Flow,-2513
V,2017-03,Effect of Exchange Rate Changes on Cash ,35
V,2017-03,Net Cash Flow / Change in Cash & Cash Equivalents,603
V,2017-03,Free Cash Flow,250
V,2016-12,Depreciation & Amortization ,146
V,2016-12,Share Based Compensation,45
V,2016-12,Operating Cash Flow,2508
V,2016-12,Capital Expenditure,-171
V,2016-12,Net Cash Flow - Business Acquisitions and Disposals,0
V,2016-12,Net Cash Flow - Investment Acquisitions and Disposals,-246
V,2016-12,Investing Cash Flow,-417
V,2016-12,Issuance (Repayment) of Debt Securities ,566
V,2016-12,Issuance (Purchase) of Equity Shares,-1837
V,2016-12,Payment of Dividends & Other Cash Distributions   ,-399
V,2016-12,Financing Cash Flow,-1730
V,2016-12,Effect of Exchange Rate Changes on Cash ,-156
V,2016-12,Net Cash Flow / Change in Cash & Cash Equivalents,205
V,2016-12,Free Cash Flow,2337
V,2016-09,Depreciation & Amortization ,141
V,2016-09,Share Based Compensation,57
V,2016-09,Operating Cash Flow,2452
V,2016-09,Capital Expenditure,-141
V,2016-09,Net Cash Flow - Business Acquisitions and Disposals,0
V,2016-09,Net Cash Flow - Investment Acquisitions and Disposals,-616
V,2016-09,Investing Cash Flow,-757
V,2016-09,Issuance (Repayment) of Debt Securities ,0
V,2016-09,Issuance (Purchase) of Equity Shares,-1661
V,2016-09,Payment of Dividends & Other Cash Distributions   ,-339
V,2016-09,Financing Cash Flow,-1991
V,2016-09,Effect of Exchange Rate Changes on Cash ,28
V,2016-09,Net Cash Flow / Change in Cash & Cash Equivalents,-268
V,2016-09,Free Cash Flow,2311
V,2016-06,Depreciation & Amortization ,120
V,2016-06,Share Based Compensation,47
V,2016-06,Operating Cash Flow,303
V,2016-06,Capital Expenditure,-132
V,2016-06,Net Cash Flow - Business Acquisitions and Disposals,-9068
V,2016-06,Net Cash Flow - Investment Acquisitions and Disposals,887
V,2016-06,Investing Cash Flow,-8313
V,2016-06,Issuance (Repayment) of Debt Securities ,-2
V,2016-06,Issuance (Purchase) of Equity Shares,-1515
V,2016-06,Payment of Dividends & Other Cash Distributions   ,-335
V,2016-06,Financing Cash Flow,-1984
V,2016-06,Effect of Exchange Rate Changes on Cash ,-62
V,2016-06,Net Cash Flow / Change in Cash & Cash Equivalents,-10056
V,2016-06,Free Cash Flow,171
V,2016-03,Depreciation & Amortization ,121
V,2016-03,Share Based Compensation,51
V,2016-03,Operating Cash Flow,840
V,2016-03,Capital Expenditure,-124
V,2016-03,Net Cash Flow - Business Acquisitions and Disposals,-14
V,2016-03,Net Cash Flow - Investment Acquisitions and Disposals,4486
V,2016-03,Investing Cash Flow,4348
V,2016-03,Issuance (Repayment) of Debt Securities ,-19
V,2016-03,Issuance (Purchase) of Equity Shares,-1730
V,2016-03,Payment of Dividends & Other Cash Distributions   ,-336
V,2016-03,Financing Cash Flow,-2082
V,2016-03,Effect of Exchange Rate Changes on Cash ,0
V,2016-03,Net Cash Flow / Change in Cash & Cash Equivalents,3106
V,2016-03,Free Cash Flow,716
V,2015-12,Depreciation & Amortization ,120
V,2015-12,Share Based Compensation,3
V,2015-12,Operating Cash Flow,1979
V,2015-12,Capital Expenditure,-126
V,2015-12,Net Cash Flow - Business Acquisitions and Disposals,0
V,2015-12,Net Cash Flow - Investment Acquisitions and Disposals,-6068
V,2015-12,Investing Cash Flow,-6194
V,2015-12,Issuance (Repayment) of Debt Securities ,15894
V,2015-12,Issuance (Purchase) of Equity Shares,-1986
V,2015-12,Payment of Dividends & Other Cash Distributions   ,-340
V,2015-12,Financing Cash Flow,13534
V,2015-12,Effect of Exchange Rate Changes on Cash ,0
V,2015-12,Net Cash Flow / Change in Cash & Cash Equivalents,9319
V,2015-12,Free Cash Flow,1853
V,2015-09,Depreciation & Amortization ,119
V,2015-09,Share Based Compensation,42
V,2015-09,Operating Cash Flow,1734
V,2015-09,Capital Expenditure,-138
V,2015-09,Net Cash Flow - Business Acquisitions and Disposals,0
V,2015-09,Net Cash Flow - Investment Acquisitions and Disposals,-21
V,2015-09,Investing Cash Flow,-159
V,2015-09,Issuance (Repayment) of Debt Securities ,0
V,2015-09,Issuance (Purchase) of Equity Shares,14
V,2015-09,Payment of Dividends & Other Cash Distributions   ,-292
V,2015-09,Financing Cash Flow,-204
V,2015-09,Effect of Exchange Rate Changes on Cash ,0
V,2015-09,Net Cash Flow / Change in Cash & Cash Equivalents,1371
V,2015-09,Free Cash Flow,1596
V,2015-06,Depreciation & Amortization ,130
V,2015-06,Share Based Compensation,38
V,2015-06,Operating Cash Flow,2111
V,2015-06,Capital Expenditure,-74
V,2015-06,Net Cash Flow - Business Acquisitions and Disposals,-93
V,2015-06,Net Cash Flow - Investment Acquisitions and Disposals,-552
V,2015-06,Investing Cash Flow,-719
V,2015-06,Issuance (Repayment) of Debt Securities ,0
V,2015-06,Issuance (Purchase) of Equity Shares,-1033
V,2015-06,Payment of Dividends & Other Cash Distributions   ,-294
V,2015-06,Financing Cash Flow,-1284
V,2015-06,Effect of Exchange Rate Changes on Cash ,0
V,2015-06,Net Cash Flow / Change in Cash & Cash Equivalents,108
V,2015-06,Free Cash Flow,2037
V,2015-03,Depreciation & Amortization ,125
V,2015-03,Share Based Compensation,36
V,2015-03,Operating Cash Flow,978
V,2015-03,Capital Expenditure,-88
V,2015-03,Net Cash Flow - Business Acquisitions and Disposals,0
V,2015-03,Net Cash Flow - Investment Acquisitions and Disposals,167
V,2015-03,Investing Cash Flow,79
V,2015-03,Issuance (Repayment) of Debt Securities ,0
V,2015-03,Issuance (Purchase) of Equity Shares,-1036
V,2015-03,Payment of Dividends & Other Cash Distributions   ,-294
V,2015-03,Financing Cash Flow,-1103
V,2015-03,Effect of Exchange Rate Changes on Cash ,0
V,2015-03,Net Cash Flow / Change in Cash & Cash Equivalents,-46
V,2015-03,Free Cash Flow,890
V,2014-12,Depreciation & Amortization ,120
V,2014-12,Share Based Compensation,-13
V,2014-12,Operating Cash Flow,1761
V,2014-12,Capital Expenditure,-104
V,2014-12,Net Cash Flow - Business Acquisitions and Disposals,0
V,2014-12,Net Cash Flow - Investment Acquisitions and Disposals,-532
V,2014-12,Investing Cash Flow,-636
V,2014-12,Issuance (Repayment) of Debt Securities ,0
V,2014-12,Issuance (Purchase) of Equity Shares,-773
V,2014-12,Payment of Dividends & Other Cash Distributions   ,-297
V,2014-12,Financing Cash Flow,-1012
V,2014-12,Effect of Exchange Rate Changes on Cash ,1
V,2014-12,Net Cash Flow / Change in Cash & Cash Equivalents,114
V,2014-12,Free Cash Flow,1657
V,2014-09,Depreciation & Amortization ,112
V,2014-09,Share Based Compensation,34
V,2014-09,Operating Cash Flow,1793
V,2014-09,Capital Expenditure,-227
V,2014-09,Net Cash Flow - Business Acquisitions and Disposals,-15
V,2014-09,Net Cash Flow - Investment Acquisitions and Disposals,-257
V,2014-09,Investing Cash Flow,-499
V,2014-09,Issuance (Repayment) of Debt Securities ,0
V,2014-09,Issuance (Purchase) of Equity Shares,-746
V,2014-09,Payment of Dividends & Other Cash Distributions   ,-248
V,2014-09,Financing Cash Flow,-1380
V,2014-09,Effect of Exchange Rate Changes on Cash ,-1
V,2014-09,Net Cash Flow / Change in Cash & Cash Equivalents,-87
V,2014-09,Free Cash Flow,1566
V,2014-06,Depreciation & Amortization ,109
V,2014-06,Share Based Compensation,27
V,2014-06,Operating Cash Flow,1942
V,2014-06,Capital Expenditure,-109
V,2014-06,Net Cash Flow - Business Acquisitions and Disposals,-134
V,2014-06,Net Cash Flow - Investment Acquisitions and Disposals,-93
